id,number,name,form,region,type_1,type_2,ability_1,ability_2,ability_hidden,generation,legendary,mega,height,weight,hp,attack,defense,special_attack,special_defense,speed,total,enabled,rarity_tier,gender
951,809,Melmetal,0,global,Steel,"",Iron Fist,"","",7,1,0,2.5,800,135,143,143,80,65,34,600,1,ultra-rare,uk
952,810,Grookey,0,global,Grass,"",Overgrow,"",Grassy Surge,8,0,0,0.3,5,50,65,50,40,40,65,310,1,ultra-common,mf
953,811,Thwackey,0,global,Grass,"",Overgrow,"",Grassy Surge,8,0,0,0.7,14,70,85,70,55,60,80,420,1,ultra-common,mf
954,812,Rillaboom,0,global,Grass,"",Overgrow,"",Grassy Surge,8,0,0,2.1,90,100,125,90,60,70,85,530,1,rare,mf
955,813,Scorbunny,0,global,Fire,"",Blaze,"",Libero,8,0,0,0.3,4.5,50,71,40,40,40,69,310,1,ultra-common,mf
956,814,Raboot,0,global,Fire,"",Blaze,"",Libero,8,0,0,0.6,9,65,86,60,55,60,94,420,1,ultra-common,mf
957,815,Cinderace,0,global,Fire,"",Blaze,"",Libero,8,0,0,1.4,33,80,116,75,65,75,119,530,1,rare,mf
958,816,Sobble,0,global,Water,"",Torrent,"",Sniper,8,0,0,0.3,4,50,40,40,70,40,70,310,1,ultra-common,mf
959,817,Drizzile,0,global,Water,"",Torrent,"",Sniper,8,0,0,0.7,11.5,65,60,60,95,55,90,425,1,common,mf
960,818,Inteleon,0,global,Water,"",Torrent,"",Sniper,8,0,0,1.9,45.2,70,85,75,125,65,120,540,1,rare,mf
961,819,Skwovet,0,global,Normal,"",Cheek Pouch,"",Gluttony,8,0,0,0.3,2.5,70,55,40,35,35,25,260,1,ultra-common,mf
962,820,Greedent,0,global,Normal,"",Cheek Pouch,"",Gluttony,8,0,0,0.6,6,120,95,55,55,75,20,420,1,ultra-common,mf
963,821,Rookidee,0,global,Flying,"",Keen Eye,Unnerve,Big Pecks,8,0,0,0.2,1.8,38,47,65,33,35,57,275,1,ultra-common,mf
964,822,Convisquire,0,global,Flying,"",Keen Eye,Unnerve,Big Pecks,8,0,0,0.8,16,68,67,55,43,55,77,365,1,ultra-common,mf
965,823,Conviknight,0,global,Flying,Steel,Keen Eye,Unnerve,Mirror Armor,8,0,0,2.2,75,98,87,105,53,85,67,495,1,common,mf
966,824,Blipbug,0,global,Bug,"",Swarm,Compound Eyes,Telepathy,8,0,0,0.4,8,25,20,20,25,45,45,180,1,ultra-common,mf
967,825,Dottler,0,global,Bug,Psychic,Swarm,Compound Eyes,Telepathy,8,0,0,0.4,19.5,50,35,80,50,90,30,335,1,ultra-common,mf
968,826,Orbeetle,0,global,Bug,Psychic,Swarm,Frisk,Telepathy,8,0,0,0.4,40.8,60,45,110,80,120,90,505,1,common,mf
969,827,Nickit,0,global,Dark,"",Run Away,Unburden,Stekeout,8,0,0,0.6,8.9,40,28,28,47,52,50,245,1,ultra-common,mf
970,828,Thievul,0,global,Dark,"",Run Away,Unburden,Stekeout,8,0,0,1.2,19.9,70,58,58,87,92,90,455,1,common,mf
971,829,Gossifleur,0,global,Grass,"",Cotton Down,Regenerator,Effect Spore,8,0,0,0.4,2.2,40,40,60,40,60,10,250,1,ultra-common,mf
972,830,Eldegoss,0,global,Grass,"",Cotton Down,Regenerator,Effect Spore,8,0,0,0.5,2.5,60,50,90,80,120,60,460,1,common,mf
973,831,Wooloo,0,global,Normal,"",Fluffy,Run Away,Bulletproof,8,0,0,0.6,6,42,40,55,40,45,48,270,1,ultra-common,mf
974,832,Dubwool,0,global,Normal,"",Fluffy,Steadfast,Bulletproof,8,0,0,1.3,43,72,80,100,60,90,88,490,1,common,mf
975,833,Chewtle,0,global,Water,"",Strong Jaw,Shell Armor,Swift Swim,8,0,0,0.3,8.5,50,64,50,38,38,44,284,1,ultra-common,mf
976,834,Drednaw,0,global,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,8,0,0,1,115.5,90,115,90,48,68,74,485,1,common,mf
977,835,Yamper,0,global,Electric,"",Bell Fetch,"",Rattled,8,0,0,0.3,13.5,59,45,50,40,50,26,270,1,ultra-common,mf
978,836,Boltund,0,global,Electric,"",Strong Jaw,"",Competitive,8,0,0,1,34,69,90,60,90,60,121,490,1,common,mf
979,837,Rolycoly,0,global,Rock,"",Steam Engine,Heatproof,Flash Fire,8,0,0,0.3,12,30,40,50,40,50,30,240,1,ultra-common,mf
980,838,Carkol,0,global,Rock,Fire,Steam Engine,Flame Body,Flash Fire,8,0,0,1.1,78,80,60,90,60,70,50,410,1,ultra-common,mf
981,839,Coalossal,0,global,Rock,Fire,Steam Engine,Flame Body,Flash Fire,8,0,0,2.8,310.5,110,80,120,80,90,30,510,1,common,mf
982,840,Applin,0,global,Grass,Dragon,Ripen,Gluttony,Bulletproof,8,0,0,0.2,0.5,40,40,80,40,40,20,260,1,ultra-common,mf
983,841,Flapple,0,global,Grass,Dragon,Ripen,Gluttony,Hustle,8,0,0,0.3,1,70,110,80,95,60,70,485,1,common,mf
984,842,Appletun,0,global,Grass,Dragon,Ripen,Gluttony,Thick Fat,8,0,0,0.4,13,110,85,80,100,80,30,485,1,common,mf
985,843,Silicobra,0,global,Ground,"",Sand Spit,Shed Skin,Sand Veil,8,0,0,2.2,7.6,52,57,75,35,50,46,315,1,ultra-common,mf
986,844,Sandaconda,0,global,Ground,"",Sand Spit,Shed Skin,Sand Veil,8,0,0,3.8,65.5,72,107,125,65,70,71,510,1,common,mf
987,845,Cramorant,0,global,Flying,Water,Gulp Missile,"","",8,0,0,0.8,18,70,85,55,85,95,85,475,1,common,mf
988,846,Arrokuda,0,global,Water,"",Swift Swim,"",Propeller Tail,8,0,0,0.5,1,41,63,40,40,30,66,280,1,ultra-common,mf
989,847,Barraskewda,0,global,Water,"",Swift Swim,"",Propeller Tail,8,0,0,1.3,30,61,123,60,60,50,136,490,1,common,mf
990,848,Toxel,0,global,Electric,Poison,Rattled,Static,Klutz,8,0,0,0.4,11,40,38,35,54,35,40,242,1,ultra-common,mf
991,849,Toxtricity,0,global,Electric,Poison,Punk Rock,Plus,Technician,8,0,0,1.6,40,75,98,70,114,70,75,502,1,common,mf
992,849,Toxtricity,1,global,Electric,Poison,Punk Rock,Minus,Technician,8,0,0,1.6,40,75,98,70,114,70,75,502,1,common,mf
993,850,Sizzlipede,0,global,Fire,Bug,Flash Fire,White Smoke,Flame Body,8,0,0,0.7,1,50,65,45,50,50,45,305,1,ultra-common,mf
994,851,Centiskorch,0,global,Fire,Bug,Flash Fire,White Smoke,Flame Body,8,0,0,3,120,100,115,65,90,90,65,525,1,rare,mf
995,852,Clobbopus,0,global,Fighting,"",Limber,"",Technician,8,0,0,0.6,4,50,68,60,50,50,32,310,1,ultra-common,mf
996,853,Grapploct,0,global,Fighting,"",Limber,"",Technician,8,0,0,1.6,39,80,118,90,70,80,42,480,1,common,mf
997,854,Sinistea,0,global,Ghost,"",Weak Armor,"",Cursed Body,8,0,0,0.1,0.2,40,45,45,74,54,50,308,1,ultra-common,uk
998,855,Polteageist,0,global,Ghost,"",Weak Armor,"",Cursed Body,8,0,0,0.2,0.4,60,65,65,134,114,70,508,1,common,uk
999,856,Hatenna,0,global,Psychic,"",Healer,Anticipation,Magic Bounce,8,0,0,0.4,3.4,42,30,60,56,53,39,280,1,ultra-common,fo
1000,857,Hattrem,0,global,Psychic,"",Healer,Anticipation,Magic Bounce,8,0,0,0.6,4.8,57,40,90,86,73,49,395,1,ultra-common,fo
1001,858,Hatterene,0,global,Psychic,Fairy,Healer,Anticipation,Magic Bounce,8,0,0,2.1,5.1,57,90,45,136,103,29,460,1,common,fo
1002,859,Impidimp,0,global,Dark,Fairy,Prankster,Frisk,Pickpocket,8,0,0,0.4,5.5,45,45,65,55,40,50,300,1,ultra-common,mo
1003,860,Morgrem,0,global,Dark,Fairy,Prankster,Frisk,Pickpocket,8,0,0,0.8,12.5,65,60,45,75,55,70,370,1,ultra-common,mo
1004,861,Grimmsnarl,0,global,Dark,Fairy,Prankster,Frisk,Pickpocket,8,0,0,1.5,61,95,120,65,95,75,60,510,1,common,mo
1005,862,Obstagoon,0,global,Dark,Normal,Reckless,Guts,Defiant,8,0,0,1.6,46,93,90,101,60,81,95,520,1,common,mf
1006,863,Perrserker,0,global,Steel,"",Battle Armor,Tough Claws,Steely Spilit,8,0,0,0.8,28,70,110,100,50,60,50,440,1,common,mf
1007,864,Cursola,0,global,Ghost,"",Weak Armor,"",Perish Body,8,0,0,1,0.4,60,95,50,145,130,30,510,1,common,mf
1008,865,Sirfetch'd,0,global,Fighting,"",Steadfast,"",Scrappy,8,0,0,0.8,117,62,135,95,68,82,65,507,1,common,mf
1009,866,Mr. Rime,0,global,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,8,0,0,1.5,58.2,80,85,75,110,100,70,520,1,common,mf
1010,867,Runerigus,0,global,Ground,Ghost,Wandering Spilit,"","",8,0,0,1.6,66.6,58,95,145,50,105,30,483,1,common,mf
1011,868,Milcery,0,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.2,0.3,45,40,40,50,61,34,270,1,ultra-common,fo
1012,869,Alcremie,0,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1013,870,Falinks,0,global,Fighting,"",Battle Armor,"",Defiant,8,0,0,3,62,65,100,100,70,60,75,470,1,common,uk
1014,871,Pincurchin,0,global,Electric,"",Lightning Rod,"",Electric Surge,8,0,0,0.3,1,48,101,95,91,85,15,435,1,common,mf
1015,872,Snom,0,global,Ice,Bug,Shield Dust,"",Ice Scales,8,0,0,0.3,3.8,30,25,35,45,30,20,185,1,ultra-common,mf
1016,873,Frosmoth,0,global,Ice,Bug,Shield Dust,"",Ice Scales,8,0,0,1.3,42,70,65,60,125,90,65,475,1,common,mf
1017,874,Stonjourner,0,global,Rock,"",Power Spot,"","",8,0,0,2.5,520,100,125,135,20,20,70,470,1,common,mf
1018,875,Eiscue,0,global,Ice,"",Ice Face,"","",8,0,0,1.4,89,75,80,110,65,90,50,470,1,common,mf
1019,875,Eiscue,1,global,Ice,"",Ice Face,"","",8,0,0,1.4,89,75,80,70,65,50,130,470,1,common,mf
1020,876,Indeedee M,0,global,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,8,0,0,0.9,28,60,65,55,105,95,95,475,1,common,mo
1021,876,Indeedee F,1,global,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,8,0,0,0.9,28,70,55,65,95,105,85,475,1,common,fo
1022,877,Morpeko,0,global,Electric,Dark,Hunger Switch,"","",8,0,0,0.3,3,58,95,58,70,58,97,436,1,common,mf
1023,878,Cufant,0,global,Steel,"",Sheer Force,"",Heavy Metal,8,0,0,1.2,100,72,80,49,40,49,40,330,1,ultra-common,mf
1024,879,Copperajah,0,global,Steel,"",Sheer Force,"",Heavy Metal,8,0,0,3,650,122,130,69,80,69,30,500,1,common,mf
1025,880,Dracozolt,0,global,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,8,0,0,1.8,190,90,100,90,80,70,75,505,1,common,uk
1026,881,Arctozolt,0,global,Electric,Ice,Volt Absorb,Static,Slush Rush,8,0,0,2.3,150,90,100,90,90,80,55,505,1,common,uk
1027,882,Dracovish,0,global,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,8,0,0,2.3,215,90,90,100,70,80,75,505,1,common,uk
1028,883,Arctovish,0,global,Water,Ice,Water Absorb,Ice Body,Slush Rush,8,0,0,2,175,90,90,100,80,90,55,505,1,common,uk
1029,884,Duraludon,0,global,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,8,0,0,1.8,40,70,95,115,120,50,85,535,1,rare,mf
1030,885,Dreepy,0,global,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,0,0,0.5,2,28,60,30,40,30,82,270,1,ultra-common,mf
1031,886,Drakloak,0,global,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,0,0,1.4,11,68,80,50,60,50,102,410,1,ultra-common,mf
1032,887,Dragapult,0,global,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,0,0,3,50,88,120,75,100,75,142,600,1,ultra-rare,mf
1033,888,Zacian,0,global,Fairy,"",Intrepid Sword,"","",8,1,0,2.8,110,92,130,115,80,115,138,670,1,ultra-rare,uk
1034,888,Zacian,1,global,Fairy,Steel,Intrepid Sword,"","",8,1,0,2.8,355,92,170,115,80,115,148,720,1,ultra-rare,uk
1035,889,Zamazanta,0,global,Fighting,"",Dauntless Shield,"","",8,1,0,2.9,210,92,130,115,80,115,138,670,1,ultra-rare,uk
1036,889,Zamazanta,1,global,Fighting,Steel,Dauntless Shield,"","",8,1,0,2.9,785,92,130,145,80,145,128,720,1,ultra-rare,uk
1037,890,Eternatus,0,global,Poison,Dragon,Pressure,"","",8,1,0,2,950,140,85,95,145,95,130,690,1,ultra-rare,uk
1038,891,Kubfu,0,global,Fighting,"",Inner Focus,"","",8,1,0,0.6,12,60,90,60,53,50,72,385,0,ultra-rare,mf
1039,892,Urshifu,0,global,Fighting,Dark,Unseen Fist,"","",8,1,0,1.9,105,100,130,100,63,60,97,550,0,ultra-rare,mf
1040,892,Urshifu,1,global,Fighting,Water,Unseen Fist,"","",8,1,0,1.9,105,100,130,100,63,60,97,550,0,ultra-rare,mf
1041,893,Zarude,0,global,Dark,Grass,Leaf Guard,"","",8,1,0,1.8,70,105,120,105,70,95,105,600,0,ultra-rare,mf
1042,894,Regieleki,0,global,Electric,"",Transistor,"","",8,1,0,1.2,145,80,100,50,100,50,200,580,0,ultra-rare,mf
1043,895,Regidrago,0,global,Dragon,"",Dragon's Maw,"","",8,1,0,2.1,200,200,100,50,100,50,80,580,0,ultra-rare,mf
1044,896,Glastrier,0,global,Ice,"",Chilling Neigh,"","",8,1,0,2.2,800,100,145,130,65,110,30,580,0,ultra-rare,mf
1045,897,Spectrier,0,global,Ghost,"",Grim Neigh,"","",8,1,0,2,44.5,100,65,60,145,80,130,580,0,ultra-rare,mf
1046,898,Calyrex,0,global,Psychic,Grass,Unnerve,"","",8,1,0,1.1,7.7,100,80,80,80,80,80,500,0,ultra-rare,mf
1047,898,Calyrex,0,global,Psychic,Ice,As One,"","",8,1,0,2.4,809.1,100,165,150,85,130,50,680,0,ultra-rare,mf
1048,898,Calyrex,0,global,Psychic,Ghost,As One,"","",8,1,0,2.4,53.6,100,85,80,165,100,150,680,0,ultra-rare,mf
1049,145,Zapdos,0,galarian,Fighting,Flying,Defiant,"","",8,1,0,1.6,58.2,90,125,90,85,90,100,580,0,ultra-rare,uk
1050,146,Moltres,0,galarian,Dark,Flying,Berserk,"","",8,1,0,2,66,90,85,90,100,125,90,580,0,ultra-rare,uk
1051,144,Articuno,0,galarian,Psychic,Flying,Competitive,"","",8,1,0,1.7,50.9,90,85,85,125,100,95,580,0,ultra-rare,uk
1052,869,Alcremie,1,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1053,869,Alcremie,2,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1054,869,Alcremie,3,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1055,869,Alcremie,4,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1056,869,Alcremie,5,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1057,869,Alcremie,6,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1058,774,Minior,2,global,Rock,Flying,Shields Down,"","",7,0,0,0.3,0.3,60,100,60,100,60,120,500,1,common,uk
1059,774,Minior,3,global,Rock,Flying,Shields Down,"","",7,0,0,0.3,0.3,60,100,60,100,60,120,500,1,common,uk
1060,774,Minior,4,global,Rock,Flying,Shields Down,"","",7,0,0,0.3,0.3,60,100,60,100,60,120,500,1,common,uk
1061,774,Minior,5,global,Rock,Flying,Shields Down,"","",7,0,0,0.3,0.3,60,100,60,100,60,120,500,1,common,uk
1062,774,Minior,6,global,Rock,Flying,Shields Down,"","",7,0,0,0.3,0.3,60,100,60,100,60,120,500,1,common,uk
1063,774,Minior,7,global,Rock,Flying,Shields Down,"","",7,0,0,0.3,0.3,60,100,60,100,60,120,500,1,common,uk
1064,773,Silvally,1,global,Fighting,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1065,773,Silvally,2,global,Flying,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1066,773,Silvally,3,global,Poison,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1067,773,Silvally,4,global,Ground,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1068,773,Silvally,5,global,Rock,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1069,773,Silvally,6,global,Bug,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1070,773,Silvally,7,global,Ghost,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1071,773,Silvally,8,global,Steel,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1072,773,Silvally,9,global,Fire,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1073,773,Silvally,10,global,Water,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1074,773,Silvally,11,global,Grass,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1075,773,Silvally,12,global,Electric,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1076,773,Silvally,13,global,Psychic,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1077,773,Silvally,14,global,Ice,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1078,773,Silvally,15,global,Dragon,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1079,773,Silvally,16,global,Dark,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1080,773,Silvally,17,global,Fairy,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
1081,493,Arceus,1,global,Fighting,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1082,493,Arceus,2,global,Flying,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1083,493,Arceus,3,global,Poison,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1084,493,Arceus,4,global,Ground,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1085,493,Arceus,5,global,Rock,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1086,493,Arceus,6,global,Bug,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1087,493,Arceus,7,global,Ghost,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1088,493,Arceus,8,global,Steel,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1089,493,Arceus,9,global,Fire,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1090,493,Arceus,10,global,Water,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1091,493,Arceus,11,global,Grass,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1092,493,Arceus,12,global,Electric,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1093,493,Arceus,13,global,Psychic,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1094,493,Arceus,14,global,Ice,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1095,493,Arceus,15,global,Dragon,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1096,493,Arceus,16,global,Dark,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1097,493,Arceus,17,global,Fairy,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720,1,ultra-rare,uk
1098,666,Vivillon,1,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1099,666,Vivillon,2,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1100,666,Vivillon,3,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1101,666,Vivillon,4,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1102,666,Vivillon,5,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1103,666,Vivillon,6,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1104,666,Vivillon,7,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1105,666,Vivillon,8,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1106,666,Vivillon,9,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1107,666,Vivillon,10,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1108,666,Vivillon,11,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1109,666,Vivillon,12,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1110,666,Vivillon,13,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1111,666,Vivillon,14,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1112,666,Vivillon,15,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1113,666,Vivillon,16,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1114,666,Vivillon,17,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1115,666,Vivillon,18,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1116,666,Vivillon,19,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
1117,649,Genesect,1,global,Bug,Steel,Download,"","",5,1,0,1.5,82.5,71,120,95,120,95,99,600,1,ultra-rare,uk
1118,649,Genesect,2,global,Bug,Steel,Download,"","",5,1,0,1.5,82.5,71,120,95,120,95,99,600,1,ultra-rare,uk
1119,649,Genesect,3,global,Bug,Steel,Download,"","",5,1,0,1.5,82.5,71,120,95,120,95,99,600,1,ultra-rare,uk
1120,649,Genesect,4,global,Bug,Steel,Download,"","",5,1,0,1.5,82.5,71,120,95,120,95,99,600,1,ultra-rare,uk
1121,669,Flabebe,1,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303,1,ultra-common,fo
1122,669,Flabebe,2,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303,1,ultra-common,fo
1123,669,Flabebe,3,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303,1,ultra-common,fo
1124,669,Flabebe,4,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303,1,ultra-common,fo
1125,670,Floette,1,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371,1,ultra-common,fo
1126,670,Floette,2,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371,1,ultra-common,fo
1127,670,Floette,3,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371,1,ultra-common,fo
1128,670,Floette,4,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371,1,ultra-common,fo
1129,671,Florges,1,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552,1,rare,fo
1130,671,Florges,2,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552,1,rare,fo
1131,671,Florges,3,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552,1,rare,fo
1132,671,Florges,4,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552,1,rare,fo
1133,676,Furfrou,1,global,Normal,"",Fur Coat,"","",6,0,0,1.2,28,75,80,60,65,90,102,472,1,common,mf
1134,676,Furfrou,2,global,Normal,"",Fur Coat,"","",6,0,0,1.2,28,75,80,60,65,90,102,472,1,common,mf
1135,676,Furfrou,3,global,Normal,"",Fur Coat,"","",6,0,0,1.2,28,75,80,60,65,90,102,472,1,common,mf
1136,676,Furfrou,4,global,Normal,"",Fur Coat,"","",6,0,0,1.2,28,75,80,60,65,90,102,472,1,common,mf
1137,676,Furfrou,5,global,Normal,"",Fur Coat,"","",6,0,0,1.2,28,75,80,60,65,90,102,472,1,common,mf
1138,676,Furfrou,6,global,Normal,"",Fur Coat,"","",6,0,0,1.2,28,75,80,60,65,90,102,472,1,common,mf
1139,676,Furfrou,7,global,Normal,"",Fur Coat,"","",6,0,0,1.2,28,75,80,60,65,90,102,472,1,common,mf
1140,676,Furfrou,8,global,Normal,"",Fur Coat,"","",6,0,0,1.2,28,75,80,60,65,90,102,472,1,common,mf
1141,676,Furfrou,9,global,Normal,"",Fur Coat,"","",6,0,0,1.2,28,75,80,60,65,90,102,472,1,common,mf
1142,716,Xerneas,1,global,Fairy,"",Fairy Aura,"","",6,1,0,3,215,126,131,95,131,98,99,680,1,ultra-rare,uk
